ID,Transect,cit_2,riv_2,vill_2,for_2,bft,mar,bm.D,hum_100m,PP_15_2,PP_30_2,sect_2,surv,effort_2,mean_effort_2,D_LT,D_CT,obs_LT,obs_CT,trans_1,cit_1,riv_1,vill_1,for_1,PP_15_1,PP_30_1,effort_1,sect_1,D_1,obs1,mean_effort_1,surv1
2604,M6410-M649,284860.4159,10462.24725,122833.208,1,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2605,M6411-M6410,289788.0683,13585.13574,126674.5625,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2606,M6412-M6411,294830.6956,18125.26374,131222.7176,1,,,,,0,1,9,1,1000,1006,487.08,,1,-1,,,,,,,,,,,,,
2607,M6413-M6412,299966.6819,22507.36965,135604.8241,1,,,,,0,1,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2608,M6414-M6413,305177.9219,26558.55216,140406.9433,0.814814815,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2609,M6415-M6414,308343.8542,28703.45766,143757.7154,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2610,M6416-M6415,312738.9663,32434.56879,147488.8275,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2611,M6417-M6416,317789.4375,35931.16479,151783.5284,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2612,M6418-M6417,322492.8147,38551.78675,155518.5602,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2613,M6419-M6418,327666.9225,41835.98438,159267.3516,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2614,M641-M642,295758.5266,22364.78284,128564.204,0.259259259,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2615,M6420-M6419,332702.4514,45808.86914,161199.5792,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2616,M6421-M6420,337737.9803,48903.71785,157585.2079,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2617,M6422-M6421,342885.4688,46507.76071,153113.1649,1,,,,,0,1,9,1,1000,1006,88.559,,1,-1,,,,,,,,,,,,,
2618,M6424-M6422,342932.4281,40230.11351,146459.8664,1,,,,,0,1,9,1,2000,1006,154.98,,1,-1,,,,,,,,,,,,,
2619,M6425-M6424,335679.6412,33281.33022,139271.022,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2620,M6426-M6425,330641.1736,29435.23625,134691.9958,1,,,,,0,1,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2621,M6427-M6426,325771.6146,25348.78839,130128.8816,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2622,M6428-M6427,320995.4423,21093.86784,125823.8588,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2623,M6429-M6428,317341.831,16522.76128,121302.8545,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2624,M642-M643,290966.765,19472.87218,125881.9856,0,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2625,M643-M644,284161.213,14135.94636,122468.1484,0.5,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2626,M644-M645,279717.6829,10024.01865,119697.3453,0.518518519,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2627,M645-M646,275149.9491,5590.638829,115907.6431,1,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2628,M646-M647,270876.3588,1850.092205,112772.6421,0.518518519,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2629,M648-M647,272943.6713,3086.921198,114445.7341,0.037037037,,,,,1,1,9,1,929,1006,0,,0,-1,,,,,,,,,,,,,
2630,M649-M648,280120.202,7749.203294,119140.8011,0.769230769,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2631,M6610-M6611,283309.0544,6674.978969,125329.2433,0.714285714,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2632,M6611-M6612,287018.0903,9820.041235,129161.5528,1,,,,,0,1,9,1,1000,1006,309.96,,1,-1,,,,,,,,,,,,,
2633,M6612-M6613,290362.8299,11767.40705,132305.4931,1,,,,,0,1,9,1,1000,1006,177.12,,1,-1,,,,,,,,,,,,,
2634,M6613-M6614,295119.5837,14989.10583,135601.5046,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2635,M6614-M6615,300158.1574,18883.702,139496.0998,1,,,,,0,1,9,1,1000,1006,177.12,,1,-1,,,,,,,,,,,,,
2636,M6615-M6616,305404.154,22884.38773,143521.9583,1,,,,,0,1,9,1,1000,1006,88.559,,1,-1,,,,,,,,,,,,,
2637,M6616-M6617,310458.0288,26357.50767,147624.1366,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2638,M6617-M6618,315499.4423,29204.50883,151080.9352,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2639,M6618-M6619,320634.5891,33108.20153,154989.1001,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2640,M6619-M6620,325891.1019,36953.79659,155624.0625,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2641,M661-M661A,300125.4558,18351.41999,125447.9213,0.777777778,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2642,M6620-M6621,330236.2951,40842.74436,151339.2951,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2643,M6621-M6622,334748.5069,44955.45087,147163.1556,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2644,M6622-M6623,339786.9745,44956.04528,143466.9225,1,,,,,0,1,9,1,1000,1006,442.8,,1,-1,,,,,,,,,,,,,
2645,M6623-M6624,344680.4826,40766.71311,139494.1892,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2646,M6624-M6625,343751.1366,36567.74163,135586.3086,1,,,,,0,1,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2647,M6625-M6626,338712.669,32913.96987,132138.4235,1,,,,,0,0,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2648,M6626-M6627,333674.2014,29077.79716,128375.1531,1,,,,,0,0,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2649,M6627-M6628,328638.6725,25237.36372,124848.5804,1,,,,,0,0,9,1,1000,1006,841.31,,1,-1,,,,,,,,,,,,,
2650,M6628-M6629,323857.7986,22205.1386,121433.2622,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2651,M6629-M6630,321067.1166,18106.40771,117031.5412,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2652,M663-M661,302686.9592,23781.11719,132690.4519,0.666666667,,,,,1,1,9,1,2000,1006,0,,0,-1,,,,,,,,,,,,,
2653,M664-M663,296153.6609,20667.16095,133570.0203,1,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2654,M665-M664,291883.9977,17228.17455,130376.59,1,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2655,M666-M665,288050.4387,14293.36176,127494.9997,1,,,,,1,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2656,M667-M666,285388.8843,11010.32317,125155.0182,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2657,M668-M667,282416.1424,7566.065373,123611.6716,0.961538462,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2658,M669-M6610,277011.6731,2119.441655,119524.2685,0,,,,,0,1,9,1,180,1006,0,,0,-1,,,,,,,,,,,,,
2659,M669-M668,277669.6786,3102.39263,119970.6502,0.37037037,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2660,M6810-M6811,288011.0845,8173.725134,130560.349,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2661,M6811-M6812,283393.9639,4645.876953,127670.1906,0.964285714,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2662,M6812-M6813,279814.3484,1173.174563,125140.8596,0.5,,,,,0,1,9,1,800,1006,0,,0,-1,,,,,,,,,,,,,
2663,M6814-M6813,283536.8474,3457.518428,128887.0486,0.518518519,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2664,M6815-M6814,288567.4531,7146.532425,132785.2101,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2665,M6816-M6815,293603.192,10427.79485,136489.7175,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2666,M6817-M6816,298300.4342,13796.82708,140433.6759,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2667,M6818-M6817,302179.7957,16889.97732,144688.0214,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2668,M6819-M6818,307188.6827,20277.6509,148518.4514,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2669,M681A-M681,300972.9407,14878.11412,118631.0749,0.344827586,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2670,M681-M682,308243.706,20392.14742,124134.792,0.592592593,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2671,M6820-M6819,312286.2645,24235.52459,152437.467,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2672,M6821-M6820,317580.4537,27725.87435,151282.1696,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2673,M6822-M6821,322615.9826,30373.18006,146937.8425,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2674,M6823-M6822,327654.4502,34171.94459,142858.1979,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2675,M6824-M6823,332590.3618,37982.21383,139077.7552,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2676,M6825-M6824,337946.4884,41363.6535,135799.4161,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2677,M6826-M6825,342982.0174,39390.54919,131537.386,1,,,,,0,0,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2678,M6827-M6826,346294.6979,34796.18344,127188.1953,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2679,M6828-M6827,342518.5486,30334.36298,123642.3651,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2680,M6829-M6828,337383.7801,25231.60048,118997.5162,1,,,,,0,0,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2681,M682-M683,313225.5289,25496.07892,129371.0874,0.592592593,,,,,0,1,9,1,1000,1006,177.12,,1,-1,,,,,,,,,,,,,
2682,M6830-M6829,332210.2584,20438.87123,114339.6336,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2683,M6831-M6830,327438.9109,16122.05512,110022.8171,1,,,,,0,0,9,1,1000,1006,354.24,,1,-1,,,,,,,,,,,,,
2684,M683-M684,314090.86,28552.86711,132897.747,1,,,,,0,1,9,1,1000,1006,88.559,,1,-1,,,,,,,,,,,,,
2685,M684-M685,309384.4884,28190.76042,136522.4346,1,,,,,0,1,9,1,1000,1006,88.559,,1,-1,,,,,,,,,,,,,
2686,M685-M686,304264.3705,24821.06952,140334.6227,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2687,M686-M688,299116.4294,19863.77141,138571.3134,1,,,,,0,1,9,1,2000,1006,0,,0,-1,,,,,,,,,,,,,
2688,M688-M689,294556.2072,16070.17229,135823.021,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2689,M689-M6810,292007.2667,12515.33752,133802.4309,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2690,M7010-M709,304000.3053,19942.74559,145348.6609,1,,,,,0,1,9,1,1000,1006,132.84,,1,-1,,,,,,,,,,,,,
2691,M7011-M710,300161.8415,15971.25434,143209.89,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2692,M7012-M7011,296602.162,12450.91417,140702.5921,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2693,M7013-M7012,294046.0694,9805.587046,138884.9291,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2694,M7014-M7013,290050.2627,5991.540292,136006.8843,1,,,,,0,1,9,1,1000,1006,88.559,,1,-1,,,,,,,,,,,,,
2695,M7015-M7014,285939.7065,1993.467564,132533.1409,0.481481481,,,,,0,1,9,1,900,1006,0,,0,-1,,,,,,,,,,,,,
2696,M7015-M7016,285919.2928,2114.295178,133025.8414,0.851851852,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2697,M7016-M7017,290827.9028,6235.030906,137136.4624,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2698,M7017-M7018,295833.3322,10409.04727,141250.8143,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2699,M7018-M7019,301086.9016,14681.56588,145475.1507,1,,,,,0,1,9,1,1000,1006,309.96,,1,-1,,,,,,,,,,,,,
2700,M7019-M7020,306222.0517,19091.33866,149619.2556,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2701,M701-M701A,298068.1027,14962.94487,121466.1355,0.571428571,,,,,0,1,9,1,1060,1006,83.547,,1,-1,,,,,,,,,,,,,
2702,M7020-M7021,311160.9039,23324.56641,148991.0413,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2703,M7021-M7022,316196.4363,28009.16001,144827.7836,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2704,M7022-M7023,321450.0093,32558.70267,140666.1106,1,,,,,0,0,9,1,1000,1006,221.4,,1,-1,,,,,,,,,,,,,
2705,M7023-M7024,326485.5394,36658.54041,136742.265,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2706,M7024-M7025,331620.6899,40576.886,132856.6291,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2707,M7025-M7026,336780.5231,39533.67867,128863.7517,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2708,M7026-M7027,341810.9549,35291.07704,125273.1791,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2709,M7027-M7028,342395.3359,30527.77083,120654.6053,1,,,,,0,0,9,1,1000,1006,265.68,,1,-1,,,,,,,,,,,,,
2710,M7028-M7029,337377.4965,25990.94727,116117.781,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2711,M7029-M7030,332113.89,21531.60822,111658.443,1,,,,,0,0,9,1,1000,1006,354.24,,1,-1,,,,,,,,,,,,,
2712,M702-M701,303731.2211,19490.19538,125975.09,0.777777778,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2713,M7030-M7031,327175.0337,17329.41269,107456.2468,1,,,,,0,0,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2714,M7031-M7032,322039.8877,13504.22663,103490.1191,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2715,M7032-M7033,316786.3148,10111.02666,99516.7514,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2716,M703-M702,309138.3576,24160.3584,130637.396,0.576923077,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2717,M704-M703,315480.6956,29361.716,135869.0984,0.777777778,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2718,M705-M704,320558.0228,33945.69965,140556.3154,0.407407407,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2719,M706-M705,320049.36,34086.37363,145071.7448,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2720,M707-M706,315499.9028,30508.47121,148608.5567,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2721,M708-M707,311003.0544,27003.75342,150519.7813,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2722,M709-M708,307322.6736,23621.25174,147979.7459,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2723,M7210-M7211,314432.647,24557.77322,155096.2471,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2724,M7211-M7213,310845.4283,21359.33297,151950.1522,1,,,,,0,1,9,1,2000,1006,0,,0,-1,,,,,,,,,,,,,
2725,M7213-M7214,307345.3542,18699.24877,149342.8438,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2726,M7214-M7215,305402.0567,17500.50463,148380.0666,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2727,M7215-M7216,304858.7042,16477.89533,147413.2112,1,,,,,0,1,9,1,40,1006,0,,0,-1,,,,,,,,,,,,,
2728,M7217-M7216,306614.0856,17467.62428,148402.9398,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2729,M7218-M7217,308360.485,19029.61837,149964.9342,1,,,,,0,0,9,1,1000,1006,487.08,,1,-1,,,,,,,,,,,,,
2730,M7219-M7218,310361.1215,21002.65557,151361.9393,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2731,M721-M722,308952.2315,25024.17195,126673.9442,0.185185185,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2732,M7220-M7219,314419.5625,23829.49181,148487.1977,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2733,M7221-M7220,319462.3958,27993.17274,144225.8235,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2734,M7222-M7221,324369.0084,32019.741,140320.2734,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2735,M7223-M7222,329167.6839,36059.53071,136171.174,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2736,M7224-M7223,333882.4456,40506.83131,131617.8776,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2737,M7225-M7224,339021.6886,43066.27648,127156.0547,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2738,M7226-M7225,343640.4107,39955.33474,123018.4171,1,,,,,0,0,9,1,1000,1006,309.96,,1,-1,,,,,,,,,,,,,
2739,M7227-M7226,342515.4363,35342.33536,118405.4172,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2740,M7228-M7227,337565.518,30859.20689,113922.2896,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2741,M7229-M7228,332795.0589,26885.89959,109948.9815,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2742,M722-M723,312759.2109,28406.90502,129614.8001,0.807692308,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2743,M7230-M7229,327860.2211,22886.13592,105949.2182,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2744,M7231-M7230,322930.2824,19120.19162,102183.2737,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2745,M7232-M7231,317983.7857,15376.56217,98438.36863,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2746,M7233-M7232,313194.9699,11726.05599,94788.71267,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2747,M723-M724,317373.6146,32413.16286,133475.405,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2748,M724-M725,324571.0683,37917.15582,138851.2905,0.37037037,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2749,M725-M726,330186.3486,42079.81076,143562.9439,1,,,,,0,1,9,1,1000,1006,177.12,,1,-1,,,,,,,,,,,,,
2750,M726-M727,328367.2801,38836.34346,147374.7749,0.964285714,,,,,0,1,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2751,M727-M728,324857.3356,34995.48597,150784.3507,1,,,,,0,1,9,1,1000,1006,619.92,,1,-1,,,,,,,,,,,,,
2752,M728-M729,321858.5394,31449.66819,154582.9138,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2753,M729-M7210,317716.9248,27567.60127,156887.1672,1,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2754,M7410-M749,336983.1142,42721.29478,151069.7561,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2755,M7411-M7410,334602.89,41141.7147,155190.4039,1,,,,,0,0,9,1,1000,1006,309.96,,1,-1,,,,,,,,,,,,,
2756,M7412-M7411,332240.6908,38809.48693,159511.9273,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2757,M7413-M7412,329941.9308,36633.60938,163369.018,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2758,M7414-M7413,327494.2755,34173.34288,164964.4913,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2759,M7415-M7414,325522.4317,32155.95146,163091.2679,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2760,M7416-M7415,324723.9507,30496.86837,161432.1842,1,,,,,0,0,9,1,600,1006,0,,0,-1,,,,,,,,,,,,,
2761,M7417-M7416,326379.7612,31434.59447,160911.9699,1,,,,,0,0,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2762,M7418-M7417,328258.5301,33337.32255,157389.2639,1,,,,,0,0,9,1,1000,1006,398.52,,1,-1,,,,,,,,,,,,,
2763,M7419-M7418,330046.2882,36049.04962,153225.8362,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2764,M7420-M7419,331834.0451,38075.03892,149416.0561,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2765,M7421-M7420,333565.8041,39695.08927,145515.8715,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2766,M7422-M7421,335411.885,41974.81192,141639.1811,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2767,M7423-M7422,337573.9051,43910.13209,137250.7841,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2768,M7424-M7423,341873.6042,46773.79627,133127.4799,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2769,M7425-M7424,346698.3912,48988.2691,128804.3409,1,,,,,0,0,9,1,1000,1006,398.52,,1,-1,,,,,,,,,,,,,
2770,M7426-M7425,349139.2679,45822.22613,124747.0929,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2771,M7427-M7426,344889.3666,41031.83553,119944.232,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2772,M7428-M7427,340255.3717,36493.63947,115434.4236,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2773,M7429-M7428,335376.9826,32137.93902,111053.3874,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2774,M742-M741,303872.4225,25334.25137,120502.4031,0.074074074,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2775,M7430-M7429,330439.2813,27789.98047,106699.7124,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2776,M7431-M7430,325506.0243,23854.37594,102464.0775,1,,,,,0,0,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2777,M7432-M7431,320560.7067,19930.61936,98356.08362,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2778,M7433-M7432,315691.3389,15851.03387,94181.65039,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2779,M7434-M7433,310588.8495,12159.70591,90480.86111,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2780,M743-M742,309263.9005,29307.65386,124901.0339,0.814814815,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2781,M744-M743,314019.0602,33207.38216,129047.5527,0.740740741,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2782,M745-M744,318231.853,36529.82408,133228.692,0.964285714,,,,,0,1,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2783,M747-M745,324669.5404,41374.44094,138082.9294,1,,,,,0,1,9,1,2000,1006,88.559,,1,-1,,,,,,,,,,,,,
2784,M748-M747,332455.7326,45623.53139,143473.7703,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2785,M749-M748,337221.4796,44425.0346,147456.4598,1,,,,,0,0,9,1,1000,1006,177.12,,1,-1,,,,,,,,,,,,,
2786,M7610-M769,335080.6366,55621.42694,152634.3796,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2787,M7611-M7610,340019.4868,54870.82697,156773.8935,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2788,M7612-M7611,345154.6331,52648.30995,160702.8113,1,,,,,0,0,9,1,1000,1006,88.559,,1,-1,,,,,,,,,,,,,
2789,M7613-M7612,348428.7975,50733.09592,164598.0781,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2790,M7614-M7613,346617.478,48314.32697,168160.1111,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2791,M7615-M7614,344806.2933,46857.89902,166635.0313,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2792,M7616-M7615,344841.0451,45140.25434,162927.0509,1,,,,,0,0,9,1,700,1006,0,,0,-1,,,,,,,,,,,,,
2793,M7616-M7617,346760.478,45239.6596,158938.149,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2794,M7617-M7618,348548.2373,47351.41867,155127.3901,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2795,M7618-M7619,350335.9931,49717.33001,150783.8576,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2796,M7619-M7620,352082.3947,52154.05107,146554.8686,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2797,M7620-M7621,354001.8264,54892.15639,142496.7199,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
2798,M7621-M7622,355789.5856,57231.40597,138582.5218,1,,,,,0,0,9,1,1000,1006,44.28,,1,-1,,,,,,,,,,,,,
2799,M7622-M7623,357559.9653,58788.93215,134596.86,1,,,,,0,0,9,1,1000,1006,0,,0,-1,,,,,,,,,,,,,
